msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
mhAL/Rsnhq0QJcCNpJWRHI0oXNLdvzx/8+R2jJ2FMfc=,37,30,149,149,1,2016-02-29,2016-03-31,0
ufSW1xXuTIJDiX2HoSiZKaqQySWgsGy1GKjdTKSGM48=,41,30,99,99,1,2016-04-04,2016-05-04,0
HjEKfk6OKY77qWAbyFNr+9xRNKFEa2aHn1qfilZIs48=,41,30,129,129,1,2015-10-23,2015-11-23,0
UV+1IxgqKzDG4kA3l6aSmE202jJtcsufvaGNowZuDoo=,30,30,149,149,1,2015-08-26,2015-09-25,0
hmNX8CkpHl6b/l4doCgNt45nnb5px8t4kJOjYAA+3Hk=,40,30,149,149,1,2015-06-28,2015-07-28,0
yq1i6FdSNafrf3uEkuGErh+MKMVlFqWCEKL+Uy9aL34=,35,7,0,0,0,2016-08-31,2016-09-05,0
XnmpaBtJWkn99Es2Is24Gx3l/UthMLga+u/PgVvTWzc=,38,195,894,894,0,2016-04-16,2016-10-28,0
mhAL/Rsnhq0QJcCNpJWRHI0oXNLdvzx/8+R2jJ2FMfc=,36,30,150,150,0,2015-05-20,2015-06-19,0
x004Sa4Mn1U7MITx5hpmjDZ6gX1ZL3ZrgYVgcfP7btY=,39,30,149,149,1,2016-12-31,2017-02-22,0
fT0cKDwKVgKk28UHkG1pcz/uXYJANs2k7uO/QG2u4ow=,41,30,149,149,1,2016-07-21,2016-08-21,0
CFuCPXOSlRQbcgGVs/XdRPBnVWDwMDbwrsGHIjpTsYk=,41,30,99,99,1,2016-05-12,2016-06-12,0
6Dc8NKmdqQZrDZU6h0dugnc2u7AbxSrIUsDJprPCeFA=,41,30,149,149,1,2015-12-03,2016-01-03,0
HjEKfk6OKY77qWAbyFNr+9xRNKFEa2aHn1qfilZIs48=,41,0,0,129,1,2015-04-24,2015-05-23,0
UgHV7gzaNmgc0UZkOqZ8BNzioS6Rk0Va8Rc1S3QVD5g=,39,30,149,149,1,2016-01-31,2016-03-05,0
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,38,30,149,149,0,2015-05-30,2015-06-29,0
wp2dyjLdNhQbrrynXqe/TLRInM3p+sr27aUCQIRf1SI=,41,30,149,149,1,2015-03-17,2015-04-17,0
BOD88yVtOXskkGOw/KBFozWrmIK64DeXXxbmLqaaLEY=,41,30,100,100,1,2015-11-21,2015-12-21,0
hdC3IGxrg30Izo1qjRFy7gY3Mbx4+kuTGUUdOsltOOk=,41,30,149,149,1,2015-06-26,2015-07-26,0
65DoEBVLSDmw02UWfONWZeHgQTJei9bGEPMJof4xU8U=,41,30,149,119,1,2015-01-14,2015-02-14,0
HgcmQKs6c0Qi9R2RZlW0vYlWQ+AeR2Nyh2Xl0LSPNVM=,39,30,149,149,1,2015-07-31,2015-09-10,0
RRMKqkjC4FAisBuvtpdnALDQwPPpmRfB3NnuiyG9XrM=,41,30,149,149,1,2016-02-04,2016-02-04,1
capHNDcehlTFgSVQf9CZkRSKo7ZjI1Rwck3wo5mXAUA=,39,30,149,149,1,2015-09-30,2015-11-14,0
ZoJcDkjVrHC0+7KUeco+51RBhRPiWAfmAHP3y+Id9KI=,41,30,149,119,1,2015-01-27,2015-02-27,0
DeskHs66YWKq1JhCzVtfj0z8P5B+Y2Xrtu0mByqUufQ=,41,30,149,119,1,2015-03-08,2015-11-07,0
8H9zkg+XRW5h44wjDKLYcehC6EgBDmKyq60j2n+6Rhc=,34,30,149,149,1,2016-04-30,2016-05-31,0
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,40,30,149,149,1,2017-02-11,2017-03-13,0
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,41,30,99,99,1,2016-06-01,2016-07-01,0
3lppu6BqeR4/JKC3Qzz6sTHO0YSBs9gDmfnapGa1V/w=,40,31,149,149,1,2015-01-11,2015-02-11,0
ZOzir8a5FfM7m78a16tNfgkWM6C7E0w8QMOzrz4WdBg=,41,30,149,149,1,2016-09-08,2016-10-08,0
1EYPbgMirqc4emz6b9DSqjQjupDTtjEpfHHkubSIPoU=,38,30,149,149,0,2015-11-27,2015-12-27,0
DdxNaKAsLGABVPfRpJdXLJ7HnBgE4tqILYuTdz+oCzc=,41,30,149,149,1,2016-12-15,2017-01-15,0
GbwwPyJf4MyzqQU7zrVm6+ivLvtWGm6qxHyUFgsm5oY=,34,30,149,149,1,2015-06-21,2015-06-20,1
wRxuysqfcOn9CJU7nBJZsbQihgvJHRobon1y9OJUOi4=,41,30,129,129,1,2015-03-31,2015-05-01,0
MMyfCAxy0O/9SORD1QXoJPTibdZKgCIOrk+N9JU9H7c=,41,30,129,129,1,2015-07-05,2015-08-06,0
TwEeRuMwm4yTmccWPKWkhTJmzQsHn9llzRiwV4MwU1c=,40,30,149,149,1,2017-02-01,2017-02-28,0
pvs7Tb25apNUcobabZiL9tLeh/R9ceDPW3moZ7a2xrE=,38,30,149,149,0,2017-02-06,2017-03-08,0
VCLlL1ri/9KE51b5GXtgunZWMpT4Ydn5qL4mobpRp4Y=,41,30,149,149,1,2015-09-10,2015-10-10,0
4w2id3kx+RRcD8wQhPx1tIXCGcnGFLLEM4kV8TlJouI=,41,30,149,149,1,2015-07-21,2015-08-21,0
nRJ23LK6k1JwcIJYhLlhODRWoTIrRyO4Ja3lCbQ3V3I=,41,30,149,149,1,2015-02-09,2015-03-09,0
jFOLO8aMA/4bz2Wf8hfcL9Bbf5j9uzV35q6YFlnpA3M=,41,30,99,99,1,2017-01-31,2017-02-28,0
W3EyCwUxZ4b4Zrf3teS8uhLWRBSMNFzTjGQ72gioq7A=,41,30,149,0,1,2015-12-22,2015-12-22,1
d5lB/xgw6ARumAH/W/714SaB+tJQVAwW/rHjPHoLHnU=,36,30,180,180,1,2017-01-11,2017-02-10,0
JNUUB3Q1soFXmzV3ofIJg0KERsKZ2zDSciZ11XqG/YM=,41,30,129,129,1,2015-12-25,2016-01-28,0
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,31,30,149,149,1,2016-04-30,2016-05-31,0
6+/fvQjzF/ijG7tZUJDvhDq0NsVLGXO97iQHRwL+J7U=,39,30,149,149,1,2015-05-31,2015-07-03,0
neY/RJHUFRllD/q2X+KVBrCN+JXHGeVcinioXgBMaMY=,41,30,99,99,1,2017-02-12,2017-03-12,0
5F7G3pHKf5ijGQpoKuko0G7Jm3Bde6ktfPKBZySWoDI=,41,30,99,99,1,2016-08-10,2016-09-10,0
eTuDbMNvt/I3Q9Hiug+pcAtRexPAY4khFMFCNsKRagU=,41,30,149,149,1,2015-03-03,2015-04-04,0
wEhw859n9ICpmLCbQn4Lpy4dvUEC5QOq2UNvACJN7wk=,41,30,99,99,1,2015-12-04,2016-01-04,0
j1oVmEqDhS0fLNi7jR9OCuy60tJASI9DVXCW+rhw2Po=,41,30,149,149,1,2016-01-07,2016-02-07,0
dURLmLaUd5YEkHcPAbVTLTdrNJnPkiyGfLdyNkz9zB4=,39,30,149,149,1,2015-07-31,2015-09-24,0
H3OLD0mIbnZtrEvYD7sbVu2dok5I3l3R24jfww5nNNU=,40,30,149,149,1,2016-04-07,2016-05-06,0
gn16X+eZQAJeHB9DtMfnysLdBebZkHcOXURgdCZNmcA=,37,30,149,149,1,2016-02-09,2016-03-09,0
wZEUbyFzZwdKCnWnSHv5Q+2aHB5X2JBassuQUFy3KwY=,40,31,149,149,1,2015-02-20,2015-03-19,0
4zU/eAYFa4KfqOsrXMfmiKTuBULSqVzOYntW2AZhhRk=,40,30,149,149,1,2016-05-25,2016-07-01,0
NKX12Q82/jA8dzuodfS3DC5xz1KTm3J6z20MHgRxExI=,41,30,149,149,1,2015-02-09,2015-03-09,0
H2vJmj5unR78AnkUqCPPfrQ+llHkbzFqiJ0aA4IrqCE=,39,30,149,149,1,2015-06-30,2015-08-10,0
C/ehaqhN+LV50XNMoQvUmEKXc3lwZdNCmFVkYcVL8Oc=,38,30,149,149,0,2016-11-04,2016-12-04,0
TMqdB3mB46ZSKHnm1O1CpucZGn0swDkBPZRZWJytqnA=,35,7,0,0,0,2015-06-14,2015-06-15,0
zlZ7AswRr4LW+gw/Vb3yNrOkEMSdFp4yVXXVrFCWRzU=,34,0,0,149,1,2015-09-30,2015-10-31,0
rZeSMoHdXJ6rPyPDEBg4skp2J1j7pOE39L6rsCV6VaA=,33,30,149,149,1,2016-04-30,2016-05-31,0
TN4fVDvOxcB7n0bE2awpMFJLdKuDADw6oSXmszld3hY=,40,30,149,149,1,2015-09-25,2015-10-24,0
mzDdc1Set0A01V3EXIqO1SpSEqaHXA3grzdvO6F6ogA=,41,30,149,149,1,2015-01-23,2015-02-23,0
8H9zkg+XRW5h44wjDKLYcehC6EgBDmKyq60j2n+6Rhc=,34,30,149,149,1,2016-11-30,2016-12-31,0
F40LCVQbquTKqXRsHPH+HtRDsgZyhj2SvjilpLPhxcs=,39,30,149,149,1,2015-08-31,2015-10-17,0
9XFu1cDa5xjJ9F2KkKFlZaySg6ljmgwIfXMEfeLUJvU=,14,0,0,149,1,2015-03-31,2015-04-30,0
VpjhZUuytwxm57chZp+z52K6RhNLIDMI1LF8qGvoitE=,41,30,99,99,1,2016-12-14,2017-01-14,0
4w2id3kx+RRcD8wQhPx1tIXCGcnGFLLEM4kV8TlJouI=,41,30,149,149,1,2016-01-21,2016-02-21,0
8/ApAz5ZLEmfN2/mTXUozVysgQrst9/Uq3mrm+kcOkw=,41,30,149,149,1,2017-01-04,2017-02-04,0
e9PzQZGk4DvHkxnppnH/XtPoftRt3YLE7fymgLARLOQ=,39,31,149,149,1,2015-01-31,2015-03-21,0
V/YvPy24edhi30di6n4MgtZ6xSBqqJRjZhJ5cKvjRQA=,39,31,149,149,1,2015-02-01,2015-03-06,0
TnVyb4iFBQtRFmwr7rI0GPyO8sX3zI0e38F4f3kgfaE=,41,30,99,99,1,2017-01-27,2017-02-27,0
U2KL/D3myZ6UMvSAf0XIIbm8JIw5irLLXW9EYkUfKSA=,41,30,99,99,1,2016-11-01,2016-12-01,0
SGAdgCXi5CZcK+hnJAwPauyDSPMZUPRvFs7yqQVmmgQ=,41,30,99,99,1,2016-06-21,2016-07-21,0
X00kwoCInr0atdXhms5VEMA4Z+JXzaybHKpeQubEEt0=,41,30,149,149,1,2016-10-31,2016-11-30,0
nT196gO66gpGz3sngTirNyCMPTnIFUks5acvsxNJbns=,39,30,149,149,1,2016-12-31,2017-02-25,0
y0Nua0bo6k5QnsnLWuHMH+ceVMz9Mx5/W70mkrdsoag=,41,30,149,149,1,2016-09-21,2016-10-21,0
GKXO5lYMBrLomVKsOlsQX31SXIvCivGsWAcIlBZGwH8=,41,30,99,99,1,2016-11-26,2016-12-26,0
6vYjigbWSXwP97j/DRHCx30qsRTMjHnykV2L8u54v/o=,41,30,149,119,1,2015-03-04,2015-04-04,0
DMbzka92mxuS9FX571ZcQ7+cn4nMZTU7CbOw0nQzBQI=,40,31,149,149,1,2015-03-23,2015-04-23,0
PR1BGu0BsxR0BAkVR6joisnX/97O7KTIY3z931/Nhl8=,38,30,149,149,0,2015-11-11,2015-12-11,0
rqBVUHw19CBTqaDoSTe9A/c+eJDuXXe9T6aZYJKvxns=,41,30,149,149,1,2016-05-20,2016-06-20,0
lM0lYzy9aodv5Kcv02yC5eI/79Tyq9Z8zV8LcLkUAm8=,37,30,149,149,1,2015-05-22,2015-06-22,0
rAHaKGRISCjbf3EYJRNQd3jF9d9HystEVcKeDHH+3yM=,35,7,0,0,0,2016-09-11,2016-09-16,0
CFQES/mxSzMqHGGeALzJ8l0FcMeUAQjSpjB4xNlxNqE=,41,0,0,149,1,2015-05-01,2015-06-01,0
yWoclxx0j416xCPo/PycyGMuCBqsgBlwKxT7BGWmo+U=,37,31,149,149,1,2015-03-01,2015-04-01,0
1psxy5XRMyzAZwSbDow7cpCAj+9+RD8/mZlIAmayoag=,39,30,149,149,1,2016-12-31,2017-02-11,0
5Bgym+gVAjrQoP2Tdds/Mr+UXIEo7EfMies+/2BUckg=,41,30,99,99,1,2016-05-10,2016-06-10,0
3QfbyHFeWUHnUX4mTCEbvNfAtoNguTdIcWQedzUmZo0=,38,30,149,149,0,2015-08-02,2015-09-01,0
/mGzTToSRNUlR911QZvRSnSOLjcArP8+SWklkOlj4+8=,41,30,149,149,1,2015-02-07,2015-10-08,0
ucyweLqoRlgVbDp+wdzQXpwj6OGhjhmQ1XlIF/H1OOw=,41,30,149,149,1,2016-10-17,2016-11-17,0
n0pvcv7QortUv5THHqHSWob6pforXPYIfrhh2oQ/ROs=,41,30,99,99,1,2016-01-05,2016-02-05,0
0aKTG+juWAVY6HulC2f15ENkRuFuRAtBP/U+D19v9aI=,39,31,149,149,1,2015-03-31,2015-05-20,0
zlZ7AswRr4LW+gw/Vb3yNrOkEMSdFp4yVXXVrFCWRzU=,34,30,149,149,1,2016-05-31,2016-06-30,0
TN4fVDvOxcB7n0bE2awpMFJLdKuDADw6oSXmszld3hY=,40,30,149,149,1,2016-12-25,2017-01-25,0
XW4x48/MJqC8s3ReURnx1U433x6s3MAtw/YWdskVntw=,41,30,99,99,1,2016-10-14,2016-11-14,0
0ER5H6LbsVRI1SbaXls+tDxfqOGkYdx/qIl26cKz2Vc=,41,30,99,99,1,2016-11-19,2016-12-19,0
EkzJSIKDPpgAekuCeQ+Lu7Oc7upU+hv7B1GDv5/al1E=,41,30,99,99,1,2016-01-31,2016-02-29,0
PT91iXx1wPtumho9fb8q67UZCdgXV3xIK48rk3SJtZs=,40,30,149,149,1,2015-09-01,2015-10-01,0
lPquSR54VudBeff6lyMX5Ba0TeFQZ6TSG76z9YpjJYU=,38,30,149,149,0,2017-02-02,2017-03-04,0
VCUK267FqtLrOUs2t3qVOXJkUkdmk1goVGlobwshdcY=,41,30,149,149,1,2015-01-08,2015-02-08,0
z0xylkAPooTGWA7Envemq5FmiD6i5jRYlP0HVMxX7xU=,34,30,149,149,1,2016-03-31,2016-04-30,0
KDkkSTo/agz9m6aJ6ZMYeG1fnW0m/+kHl1vXJC+AQgg=,41,30,99,99,1,2016-06-01,2016-07-01,0
KAkwIj9YdYGrNT4MlbEdXt/p74EV7675dri80Q85BNM=,41,30,149,149,1,2015-09-22,2015-10-22,0
gCkZqjGYvwOYjxL3lhdeNgqSjenLe7FZ1wqE+vTuSjg=,40,30,149,149,1,2016-08-25,2016-09-25,0
ihUKh+c1BhyhvFuzLBRJBZgYlwpFjyMLXn0UCF3gF+Y=,41,30,149,149,1,2016-07-31,2016-09-01,0
nCxbc/Op5NdLSHX1Mnsy6VVfqaWLOG17DeQpra8Ztjc=,33,0,0,149,1,2015-07-31,2015-08-31,0
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,40,30,149,149,1,2016-10-17,2016-11-16,0
XVebaSOJmND+HK5RCaqDx627FBEvGIvLxURhiqM7lds=,37,30,149,149,1,2016-06-05,2016-07-06,0
Ww4FOBUWauCOcKL2Erry2G4g4QqK0Lc4OZO+8bf6sP8=,41,30,99,99,1,2015-12-16,2016-01-16,0
ZPOjgxQw1/J7v5xgBJTCLXWuwq5Xmk33nO6AoUO1+mY=,41,30,99,99,1,2016-08-22,2016-09-22,0
grAHYbVrmqKdN4AXxNxGJnKS9STVd3RW3rq1l5dE28g=,41,30,99,99,1,2016-04-15,2016-05-15,0
ckY3MqKJo6pLjlwTwcSkpYWFYwUJOyjNs9tLDn4Guz0=,41,30,129,129,1,2015-09-09,2015-10-10,0
65DoEBVLSDmw02UWfONWZeHgQTJei9bGEPMJof4xU8U=,41,30,149,149,1,2016-11-14,2016-12-14,0
K78v2xM/Dg/DNVzQm3F3xEqrtXqwTwpN4Fqpi+2t+Wo=,38,30,149,149,0,2016-07-22,2016-08-21,0
bRMUlg31Xir0Mqt+k0XoryEkxO5Maswptn70+jkWVlE=,41,30,149,149,1,2016-08-15,2016-09-15,0
4o+f2q0dh3/LeqvRuVA/3TmEpv6aWXtGGH0UyWNpKR8=,41,30,129,129,1,2016-08-20,2016-09-21,0
HB1X+xGjumfy5qpaQo9WwjXfgjze2JsZtZmiNIjbtuQ=,35,7,0,0,0,2016-10-22,2016-10-29,0
9cHBxK4WcXTOSFlF1hzgk//JUpQvQh6lDhd8pysEQoo=,38,30,149,149,0,2016-04-10,2016-05-10,0
upfd3dlkdCxWFGmQW5Of2qFPyVmFDdY+P2FBcw2OD58=,41,30,99,99,1,2016-12-21,2017-01-21,0
2jE1Bt9FixRCjGL0ge44JtNeCD2kb3IwQroLrZLhM3k=,40,31,149,149,1,2015-03-10,2015-04-17,0
VOVYV2KS1VBhmLK4p4uTyWVFoRtBSV5RxGTub+Fw4lw=,41,30,99,99,1,2016-03-22,2016-04-21,0
hGDPOFBR6BMP8+EDn2xawgLmlW3IGBzMdVlnxZR/qnc=,34,30,149,149,1,2016-12-31,2017-01-31,0
X00kwoCInr0atdXhms5VEMA4Z+JXzaybHKpeQubEEt0=,41,0,0,149,1,2015-04-30,2015-05-31,0
eJBMEJcvWsZkygjA3wqea+f6AVaAxyMAcN8QnRG8N40=,41,30,99,99,1,2016-09-25,2016-10-25,0
IPVLRKd9Ay6nPyN2zJqbenbFX6Owm9t1KBkEFto0s0U=,41,30,99,99,1,2015-11-22,2015-12-22,0
OKRwh7OLUjAJfVtTUOm5usSPRlJw7cRfIq7clTchCTs=,41,30,149,149,1,2016-06-12,2016-07-12,0
b1D3hpv5lfZO24R340SOn+wHWc06jXNxB0glOLCyRN8=,41,30,99,99,1,2016-05-05,2016-06-05,0
ZPOjgxQw1/J7v5xgBJTCLXWuwq5Xmk33nO6AoUO1+mY=,41,30,149,149,1,2015-03-02,2015-07-01,0
21//lEC2LEBJltNb45WbNluvr63PFsOb0jMdn+NsWmo=,39,30,149,149,1,2016-09-30,2016-11-02,0
5huMsGxTZr7FX4ykOtgUsVxnb65TekWaVxlobdtU4gg=,41,30,149,149,1,2015-08-14,2015-09-15,0
mzDdc1Set0A01V3EXIqO1SpSEqaHXA3grzdvO6F6ogA=,41,30,99,99,1,2015-12-14,2016-01-14,0
ckY3MqKJo6pLjlwTwcSkpYWFYwUJOyjNs9tLDn4Guz0=,41,30,129,129,1,2015-04-09,2015-05-10,0
MMVoAkTQJxvbAojhqMDzitZtVlAXtzhibBbrJyR4WQk=,41,30,149,0,1,2016-02-20,2016-03-20,0
dMZqNmh49+rYsTLr2rCF/EXNTb74tTWG57KDQOGAYI4=,41,30,149,0,1,2015-10-13,2015-11-13,0
3VRzhCJXz4d8mtaWkUpF8pEtIx6EfcmUn8a0wfQPH3A=,40,31,149,149,1,2015-03-04,2015-04-03,0
Z/UShDw52UmGZiKfOC/3rpRFMOU77491GqMR0OVVWrw=,41,30,149,149,1,2015-03-12,2015-04-14,0
iyjW7indu1Ah0UPGlAKosfCI3EPOSNvyJF5RhFVyDhY=,39,30,149,149,1,2016-10-31,2016-12-06,0
GZhOAWnF4TwQuqko+1pNtF9MmQhDWapNJzInNZMaLZw=,37,30,149,149,1,2016-02-09,2016-03-09,0
lG7DvAGMUK/aGNT+emRndIEduaQIRnyjvJ9rorONn90=,40,30,149,149,1,2016-05-18,2016-06-17,0
l6Cjv7f/3soUfRchjlTnxruAuAUKlkEAHQT1qeMiSJo=,41,30,99,99,1,2016-02-07,2016-03-07,0
Zol1QSYMy3tL2lNeAIXYNPvo+PoKEc3mqLLjNo2+MDE=,41,30,129,129,1,2015-05-26,2016-09-28,0
qQUoDgpxDulnQ++0gIBr0QS5G12MrY2jlfOHuPMEIdw=,37,30,149,149,1,2015-07-21,2015-08-20,0
2HbA6OaVrbcbZtro5yXSH4CxFNeYmr+pw8mq4QQiiMA=,41,30,99,99,1,2016-07-26,2016-08-26,0
/eor7TS2ZhMySoR71RDYsk4aVbCpY4NhcPDl+87SpBM=,36,30,180,180,0,2016-06-25,2016-07-25,0
WMO3vThOUYAnIADLJ8S7CZ2v3Fg6IhjnKWadnrGP0eg=,41,30,149,149,1,2016-06-14,2016-07-14,0
yDrDaGfUV5hsnWFmF/j9CeDV9tazXJo8yMyykbtT4Mk=,38,30,149,149,0,2016-04-23,2016-05-23,0
/G/XFknHm94YVoCefhCyvnB9mAFM0rUSMqSNA/n+jTg=,34,0,0,149,1,2015-03-31,2015-04-30,0
XW4x48/MJqC8s3ReURnx1U433x6s3MAtw/YWdskVntw=,41,30,99,99,1,2017-01-14,2017-02-14,0
AiijYyVh3sH1ZDD9ylTgM2x7n7XD9zY5KLJtY2thT78=,41,30,129,129,1,2016-09-23,2016-10-24,0
gKoyVcs1ERmR2T2soU8Ug/xFRUmhqLOyWVVOvzSZyVo=,41,30,99,99,1,2016-04-27,2016-05-27,0
PJmJUsI+MKX4EMGsieB2T4KVqV81bQ0mli2rJ3Muq4k=,41,30,99,99,1,2016-11-09,2016-12-09,0
WP4XIY3yIxMR3UBdJVYSdji03NHP6KPjrSGchi1YG1c=,41,30,149,119,1,2015-04-11,2015-05-12,0
DPm22rKlliAMEhvI9K+xXFDXZ8pA8gC2cPN/r/m7HYM=,40,30,149,149,1,2016-10-27,2016-11-26,0
ZoJcDkjVrHC0+7KUeco+51RBhRPiWAfmAHP3y+Id9KI=,41,30,149,149,1,2016-11-08,2016-12-08,0
6jM3HRVBynPasK9bkC8qekXR1W3vZamxjVGmNr/nghU=,37,30,149,149,1,2016-03-06,2016-04-05,0
k/5bhskeyyyTfZ4Ktawu4U/+At4KMgICCkG5Co8LcGE=,23,30,149,129,1,2016-02-04,2016-03-26,0
xTmoqDlFOZwxRD5ANU1aOGDE46sQtETF5mADtYKgmEE=,41,30,149,149,1,2016-09-19,2016-10-19,0
1aj22pkROo+kBqEWDKPuia55KQxGSpAPl0exnXI+nj0=,41,30,149,149,1,2016-04-16,2016-05-16,0
bPUXD4WrQqt2biPsoTx3eGLJecplVTT6nFXuTADMDFw=,41,30,149,149,1,2016-08-31,2016-09-30,0
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,31,30,149,149,1,2016-12-31,2017-01-31,0
1/UazhqNDpPVPNMLo2Xv0wiTwDJ3BycD5eFJ3eU/QE8=,41,30,149,149,1,2016-03-04,2016-04-04,0
zfwHJ6LRTVfIhmwU6dm18f4nQhNJklA1dc/YM6tYmJE=,41,30,149,149,1,2015-11-25,2015-12-26,0
mKZO6Wa+0Vi9vhDgedszhNVF8qTXfjmd4fJmZy61I18=,36,30,180,180,1,2016-11-21,2016-12-22,0
t45lZyEmh1ZrwJeYkJMichfrZdxehVDBGGyHuw+9nS0=,41,30,149,149,1,2017-01-25,2017-02-25,0
4o+f2q0dh3/LeqvRuVA/3TmEpv6aWXtGGH0UyWNpKR8=,41,30,129,129,1,2015-07-20,2015-08-21,0
dy3hj0fRkZxUbvYFx27KXiCiDxmtND3DtZeS1AhirzA=,41,30,149,149,1,2017-02-17,2017-03-17,0
S+XfcckbHHTbJsX5UgsMQHrnTbL3DtphnioXo6Sa0iA=,40,30,149,149,1,2016-06-17,2016-07-16,0
XQgbMwnYXScCx8bH8z5xDlFm/XQrSqmSD/q6DUUMkIQ=,41,30,129,129,1,2016-02-25,2016-02-25,1
fkPpQ1E6sEirueTHnQvLCL94rlTfqknplHfj2RqaN4Q=,35,7,0,0,0,2016-08-26,2016-08-31,0
EhRYxZnrxZV13QVtyYSl2kEMwbdUWtYvGsFlMJTwOV4=,38,30,149,149,0,2016-12-26,2017-01-27,0
brlco3v3lVwWFmsDReFxK7L6pTRFRKMwY3/RNJajOIE=,41,30,149,149,1,2016-08-18,2016-09-18,0
YDReQXJO/xcPIesmRbGqOCrzA/1ywpNCKX4DM15NBfg=,36,30,150,150,0,2015-10-26,2015-11-25,0
mnJ/YWfCzUP1dAuTAUu/ZCHWmI5gRV769ZTBxP0evGU=,41,30,129,129,1,2016-06-30,2016-07-31,0
p2QClaxLxHzy06SJSpz/oEE1GNIB4kX2ioYrIQb2E30=,41,30,149,149,1,2015-08-13,2015-09-14,0
2jE1Bt9FixRCjGL0ge44JtNeCD2kb3IwQroLrZLhM3k=,40,31,149,149,1,2015-04-13,2015-05-17,0
gn16X+eZQAJeHB9DtMfnysLdBebZkHcOXURgdCZNmcA=,37,31,149,149,1,2015-04-09,2015-05-09,0
Na2ja4CnmzA9fFWKiF6nm7bVcvYbQBzcOa4JZ62LXjA=,41,30,99,99,1,2016-12-13,2017-01-13,0
LmCkw2/uC9lcXi4P/wxF2FtGTJRsTDBhh+BajKxYXwQ=,41,30,99,99,1,2017-02-28,2017-03-31,0
9ybVAgdjmf1LHob9qtHZiu9fe9P2SGWLEiMQybUqG+U=,39,30,149,149,1,2016-08-31,2016-10-18,0
/PwRdT5JiuLR7DpBukX0vuhZe3Abb9r3qo4084eu1Qg=,39,30,149,149,1,2016-12-31,2017-02-13,0
yjtTPIT+m/7aXDP4KdP0R82rIFIDYhQB75P8iB4iYNg=,41,30,149,149,1,2015-12-17,2016-01-17,0
eZUob2fOJ5JPDnaUiI2TNfHoRqa6jstaz8mRgtuxHVA=,30,30,149,149,1,2016-12-08,2017-01-07,0
5aRqonDBXfyc6sy8npUv6fJlr05pVPcsgeP9Z/UG4T8=,41,30,149,149,1,2015-10-21,2015-11-23,0
jot1FcJNE2lcROwhtQyVKBmM+TdA5uHRyGk5KwFAYEg=,38,30,149,149,0,2015-02-08,2015-03-10,0
XJwUO+Gy35TVgEUrsb+gKxZCtHrNvJaMwi+otCsu1Ro=,41,30,99,99,1,2017-01-31,2017-02-28,0
qun6cvwKxgvPLQf/NV58ekNqrzHlILsftxna5BrF3i0=,39,31,149,149,1,2015-02-28,2015-04-10,0
pi42Ijjvpm863wBG1OjQvQFCnst3fQQcllfXN4htLNo=,41,30,99,99,1,2016-01-31,2016-02-29,0
e6y41vL9ssgFHazKMCgF9uP3rz6S7+vgYOVdXEDyALQ=,40,30,149,149,1,2015-09-01,2015-10-01,0
wkJ6jxBuZx1KEjsfEbVLPDusb6dyPb4cgLzEKGvww4w=,41,30,99,99,1,2016-04-06,2016-05-06,0
ytpni7fGQ7rN0E42iOQyYaUHYW1kwVFqkXaGvu49z14=,41,30,99,99,1,2016-05-26,2016-06-26,0
F6ky+yBHXYKzY6CR1pIwZ0GTUM9kr863Bdqkt1LinSs=,41,30,149,149,1,2015-12-31,2016-02-01,0
2FH/IYdnLBC/rO1u13sRlBJsaMdmhnEZzWH3CHTef/s=,41,30,149,149,1,2015-11-10,2015-12-10,0
kPmlnZtem8y6uQM3VV4XLGiPgwgeE0tSJPwP5eZArWo=,39,30,149,149,1,2015-05-31,2015-07-02,0
6+Cks2wOXXXwIWpevEthlcTXIq2KzyFf5vlEk0eYfXA=,41,30,99,99,1,2016-01-18,2016-02-18,0
Ikif2c7nH3z1nYaDgOmbEpIIwzjpqd2e9kopZoefSGg=,32,195,894,894,0,2015-01-07,2015-07-21,0
zJKiHexTBUGzfjOMlpd0Q0K2bqkc8eEpZuAQyUukVq0=,41,30,99,99,1,2015-11-12,2015-12-12,0
4tXLeNuiz06FKKYn1V5Viisy8x/r4cX6yORifsd13iI=,39,30,149,149,1,2015-11-02,2015-12-03,0
X9W3d3Bl2oq52wCesliGq6qtst5vErzZhAQMd9qUE9k=,41,30,129,129,1,2017-02-17,2017-03-17,0
kierh7EewaQsMrpmF7KuceotkhLrDwHNndA9P+3wIp4=,30,30,149,149,1,2015-10-17,2015-11-17,0
LB2qhOyXiv2ebuYmJteA4mcjhhVvEzhptDn65Sf2bt0=,40,30,149,149,1,2016-07-16,2016-08-15,0
LHjrZBjEa174FOZ4M7OirVlL8yvazN/609+xK4LjDp8=,38,30,149,149,0,2016-05-01,2016-05-31,0
