msno,city,bd,gender,registered_via,registration_init_time
WWHwFiABzV56+JeEbO+3Bv6MSGe8MmX3ctKmhwRlLaA=,1,0,,4,2016-02-22
HHFd3ilNrt1pfoIgYdbEVwkr23PCC1cwqPTN5lyTomU=,14,30,female,9,2012-02-10
p2QClaxLxHzy06SJSpz/oEE1GNIB4kX2ioYrIQb2E30=,1,0,,7,2012-03-18
QVwYdK4gmHLABU2o/gSEsgY20DqrxFh2pDncYnTxMLc=,1,0,,4,2016-03-07
4N5o4a4fZ7tXLi77+TVu12sIN5Kuuuo0PrPU/3fmeRc=,1,0,,9,2015-06-12
MNh6Q3uh/ulNvmznLkSZ/+4UdU3F1+CfJ/ZPZjXJVrc=,1,0,,4,2016-01-03
DaC1UVZKP56fYxRC0S6j5VTgwV4oQLhjeoGErqgBCYo=,1,0,,4,2016-09-07
TIFH46nu7EPOiNGBigDJb5BOGkRnSRsfgxRKRvSMqYo=,1,0,,4,2016-09-21
Jjtqs+hrG4yTIy1ovzFxg5L3WPHlFH7ou6HG+7Gp/vM=,13,40,female,3,2013-06-07
wwbx8ptkADHmIwxJAd2Y74oDj0A2a1oLx+WSvMy/bZM=,1,0,,4,2016-04-26
mMw+XI3152j10AFPLmWA7cdHDnvnw2I5lSXJAi6MuR4=,22,24,female,4,2016-02-13
VsifVzja4YWD4TUthgCqDwEG+WZmu2Ki/2CietTGvRc=,1,0,,9,2015-07-10
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,1,0,,9,2015-07-17
CBuAhyvRk2JSj02G1TRy7GOG0u/nb1J87ofEbHnlDL0=,1,0,,4,2016-04-13
HXvelg+8L2wN0zhisVw0JKFK0s3iemrbLCBdbeKWIM4=,1,0,,4,2016-04-22
IjlZ5musi32kFXbvlGY1ExSPyw3Ft/w2rNSrfx0dwUo=,13,27,male,3,2012-08-13
r05Ym7kYj2sj0XtOKA7hXZdxDC9AfZOQIJuRqb4bhx0=,4,25,female,3,2012-06-24
+PuJzkpMWx6tgffcyJMdn4M7REwtMFrlZF/5FLqbGms=,1,0,,9,2015-01-25
LCiykoNcYm2PXhfxJDHHjO+IQlrOsdgqmYzDMGRIF4g=,1,0,,4,2016-01-20
kngIfZKsabM8Oa4CawgtjWBc5ITiIF4nobxxZm41Ju0=,1,0,,4,2017-02-10
0XO2B/tP2dxbRxO5RQQmofTy0cp6xRoW6x+l12GUwpg=,5,20,male,3,2015-02-16
UFmVfhN9Sj1qI5253+uJ/UBwsxOD9A1Q3pRdnVQw2Og=,1,0,,9,2015-02-28
blCTDJcFKL6Qa30jPcYKnX4RXQH3HJosp/mJb+ouBA8=,1,0,,9,2015-03-15
lnEioVjExIT7sNJjcyKnh08wOi4TDhmISpqM+O757KI=,1,25,female,3,2014-11-15
Gzte+x341SeMTbv+EGc1PHlXfvA4NbFCuxeDP6lRdWg=,1,0,,9,2014-12-22
2giLxS6dt6xOzDP3jgjjE+QO0sDJ4yIpFgDYuy5fJxI=,1,0,,4,2017-02-28
PRfqkacLHC2ch+9tZ/TBnPznSJqQNx1lW1mxhrWVXFE=,1,0,,4,2016-01-25
KsYLqHvc3poKBQF/h7CfMhwuayS5Tsfu9aMuQDElNh8=,1,0,,4,2016-02-02
tytooQaKSZAZbl+/pyoNmFbrllMSmmtQlnVz2fkTW5k=,1,0,,4,2016-05-24
Tl5BLNxjD+3pbycr+HelCBSCpX4Whfeu58X+8ZyuNVg=,1,0,,7,2016-11-19
It+lrFKJ8LthDN58I5ErEWZLTA9wthcDVaR9XwqyUbQ=,1,0,,9,2015-07-12
CSyHq9P5HKPA06gQ/ntDPOTNfybWXMEKFLzxaqwEbLw=,1,0,,4,2016-07-28
/3krlK7DIDYnNXiUNJvTHeTcDay87oP+HQH7DZ94kM4=,1,0,,4,2015-11-15
Ceb/5aZtQUYgk/nT/D2AnXKdQGcdelwG8z7NqUnK/Ek=,1,0,,7,2016-02-26
B9GTUHWgeWRGQ/dH1NEE9RdVkcLjjRrad/3IYaFzpLE=,1,0,,9,2015-04-02
gQKsf954cRg4UrGgXwxncrTCuwTm3aKfsQaf6fbMDZQ=,1,0,,4,2015-11-08
qKszG7jA2+MxYQsxi0XxbNuTrBWWlOWvk4JcUUnvqqU=,1,0,,4,2015-11-09
N/08RFhhMxZ0MEhFou5wOYPAN3G52qp0dnGtxRTtq/o=,1,0,,7,2013-05-26
GN1D3d++yxnBnSEdNdc1VFmX/wEwEK5yNQtPI1GCWWQ=,1,0,,4,2016-02-02
XapIjLxHYlo8i6r3QKBNEr47i5qJUR4Miy/aPMJp0k8=,12,21,female,3,2015-08-26
cb3aZo/rETIEORC1Tm1APye+lcA+UlnrdCBbnEocLvk=,1,0,,9,2015-09-12
YGjGyygInYzXwRYvIxloVBTRDhHTAmKMibVREDlHH8Y=,10,29,female,3,2014-10-05
C8TMkN6hjYltwEAEr/gMXv9TgHE2+hzHLXiXfyhwbYA=,1,0,,7,2015-11-14
1ktNAJ11bLfyKnhVXiGCvcnqoDlcV3bTALe2IlIOygU=,1,0,,4,2015-11-21
sTPKA/xpiB1wVLuc3d+KDhOS/oDK9onbq87CZy8XuIQ=,1,0,,4,2016-04-02
sutmgCXeVsB+B6fEMS3AR8KOnipEAyFYx5YVArbP3XY=,1,0,,4,2016-11-07
LbhsPFoqB8ycVeF/sSCUnsjrxklVnanLr4MDuBASPOg=,1,0,,4,2016-12-07
xExtkXWaBYp9Jzh1uwpV2w7WFa/q75K1XGG2HhNTjs8=,1,0,,4,2016-11-24
cp50ixOUQgMy21EcJL+cyAmXfuSfL49o6JzexRbxFiQ=,1,0,,7,2015-08-29
+wVTTmIY0q1FzdIG4/0VwMaNLuPw03O3hPkpfrDz1sU=,1,0,,7,2011-02-12
puZdZrs75nC1WeTxEbHxZNPPQ+WsM0BryzWDC8ckJmE=,1,0,,4,2016-04-27
w6+9o5no//M8+K426BlYQowiidrnhSmAWuCDUeo/jV0=,1,0,,7,2012-01-20
D/lVLeMLDANaB/hEa/m/Lw8a9qjq8lNQCn069/UvaOk=,13,47,male,9,2014-08-19
eAF6rVKrq4xU2xR9vB5CdkzINX9KVPJCfgnpOiGEqjE=,1,0,female,3,2015-03-25
0uIYqQMTtus1vHw7txrC9aXjY/Dg7Cd+Si5krt+DMwo=,13,21,female,9,2015-04-08
A+QJEkAY5E+mYthQnl64e2CrsiefvPJrChTrRYAqpt8=,1,0,,4,2016-02-15
vF4vIlIEbjG1M37KL+KisMFZh+05IaIZgKmD0vadXJ8=,21,30,female,3,2015-09-27
DaZz28M63FQ+LR4idUCSdDBOyphnnowIDZJWxMfK8HE=,1,0,,9,2015-07-20
mPxGl7c7FXn2Z9CNvzss62DjE/dwNyLXc7Tedi3cAsA=,1,0,,4,2017-01-22
uduKv+Gi+NfC7Rk0VARd1Lj9np8JaBncs71qHtc5zaI=,1,0,,7,2012-03-23
eqfnRoyLfmI2MOP4FRgQP5Po7nzBEnsk5rn/V8KxvVA=,1,0,,7,2012-04-07
5cGpAqFd8SW91boeMHXk+fWmkl4xEsj3PDylQoGGykw=,1,0,,7,2012-04-21
bQpnHYBtLtChzi7RadGCT5yyfh4AnYjACzviDj+ymeU=,6,30,male,4,2016-08-14
b++bXR3SeQUpNqXXFPSUOzb1D1/MTqsD0QC7Ri7BXSI=,1,0,,4,2016-08-21
gkA9h+qqjj3PTbhU4a5tiAYD6t4yttzxIIZnzlJaGw8=,1,0,,4,2015-12-15
ggjXC9Qpwah0fEnWETa5brqkY/ZDg12kSU6D4bpi9X4=,1,0,,4,2016-12-11
J9REfG9I3bQbRIAWgGjwihOAT1c7WK1QD2D0NATm48Y=,1,0,,4,2017-01-01
bIsDC/uAI3F7jkBGbBMHG9lDV7DdrVkvTuZ3q3TLp3s=,1,0,,4,2016-04-11
m0uscDPLq72FJIBALySyJCZxI1RSDHbor4w1I+Wt5hg=,1,0,,4,2016-04-23
WQn603FHLW3duj+aIHCYoM2gIwA8sF/RECsP4WitNcc=,1,0,,4,2016-04-24
uMI9HULDc0cFk50LV500pZ8EVF1V1vfPBOpJwkOKYPU=,1,0,,4,2016-04-28
7bq6DZVQTcthCR379bwsRueTAvVDDHKKOvw1na9ceMQ=,1,0,,9,2015-04-09
WcFtSHLuhOK+6YczFcFQT0mjGVRqE2/JEGxJlWBNjb4=,1,0,,9,2015-02-24
OKrmS3Z7BAbGvLZA23hfDUnjIJ3bGwpRqCwoXWbAQ9A=,1,0,,7,2015-03-08
q1J3Ts1C2d3LFc1OfEoZ8dp0bt6adkkdrQ0pjP4tWpk=,1,24,male,3,2015-04-14
EbaSnmCd/uAxn/vD9Wsvr6GTi/ecdb3Gt95lHgMclds=,1,32,female,3,2015-05-07
zWy28tgPWXrBRbcHIZaoSYCMXdEcyyen5UOqKBWo/FI=,1,0,,4,2016-09-12
hb9VRQiO5mEXSTKYYKjCmNHSk19rQ0QS47G7gLyPTKE=,1,0,,4,2016-09-13
68/RdcLnymTb/pbT6rYRnYlJnAeiXtmNYPwvJReAqXs=,1,0,,4,2016-09-25
+zHjYmPq5NFqKHsrVq3VrE7cmdN9mJvurTrXXvWZ7ZQ=,1,0,,4,2016-09-28
bnLIqT/2wD3vL0pAp6umJ1FbCO6wwymBEC0FYyY2PB0=,1,0,,7,2013-07-30
N69RGiFwyItSmHuSkxdOQSgYVkQdAE8ShDGsnjODhbw=,4,21,male,3,2016-06-10
37Oj1vkYBqAeDHFEQN83t0nTp+gUOLNBgoqRuoHw00g=,1,0,,4,2016-06-18
uh93rw79WLh0yYyN+MYNUXFYiHEPJ2LpYw2plTQPS50=,1,0,,4,2016-06-29
tz495+tHbuAlYmx2jXfpYcy86bGzn95H7nuRK/RcGLg=,11,26,male,9,2014-09-21
lA4OT5FhGxJLjawR21dWKqZWGzsW9DY8jFKJXmDo/a0=,15,53,female,9,2004-10-06
FeJRg1yOmevWlxhq7/ky5zmUTLw+C5uYjMXXLXy5xB4=,1,19,male,3,2014-09-15
uUqoCQeEozmJaxJ46G8HAy5UmwMfS4qiT8zPYlhcXCA=,1,0,,4,2016-01-09
rAZQTmRUX7sguGyFN47tWBXGd7SMashXlIP7yAd/pX4=,1,0,,4,2016-01-23
zN6jVKuAl3R6OtYkhp5OaezscdNrSaVOp3ElE7CpkLY=,1,0,,4,2015-10-27
L/7e2ixGC1T087eio4h21WGIqrKl4VFReFi8sqsWY0M=,6,20,male,3,2014-10-29
+uXFPbMT24PGhpOWvCMasp29W+7jJBhwHEL0ep1PCMI=,4,19,female,9,2016-10-01
B3npsRyzwdOOC3GFTICdAsW/JuYep88IaRE9OOvcaPs=,1,0,,4,2016-04-13
pxRW5Td7heED1hE3bJJEn0H4WGRNJ72gUipne9YKH4M=,15,26,male,4,2016-07-06
z0xylkAPooTGWA7Envemq5FmiD6i5jRYlP0HVMxX7xU=,12,26,female,9,2004-11-20
zeM62Q8xpaJlXgXLQjF5x7AWFapPr5JKUslgeEVB2Iw=,1,0,,7,2012-10-17
VAwxU9pynpwRozaWlO6k83SOIIgRAxyxYWkCJLkIBbI=,1,0,,9,2015-05-11
tZ4SowVf8YuQhpWO3iLdHih3nB6bVrBdq6A8VtqINSE=,1,0,,7,2015-05-13
U2L6BNEZksmQUHBOK6l0/DPrbnphN9USZgG9hgxL6q4=,1,53,female,19,2016-05-14
Ecf5Jp7TgP1DIWYEnQwy/fj2xIxswRTEyXaobJZ92j0=,1,19,female,3,2014-09-08
4J7+SQPtYkKWJcGA8w6HMTfU69mG2OM1xWnzlvZyPuo=,22,23,female,3,2014-09-09
MMyfCAxy0O/9SORD1QXoJPTibdZKgCIOrk+N9JU9H7c=,1,0,,7,2011-04-06
Fv6hmoDqcHYCbDNg1UFElZ/L0bNrOEr1qGzOl0GAxnw=,1,0,,4,2015-10-16
IB3hMKHM5xWuFU7DTOzFIOxI9mps1vcOPQrtfvf2uGg=,1,0,,9,2012-05-27
TCF8439gecPtELP1pCjlLMdtjpCy6t+TIF5p2YaWsX8=,1,0,,9,2014-12-30
ZA2ShvjbybYumroy1nG2h6A0HBmXiY8Yjn/Z1no1B+Y=,1,0,,4,2016-01-03
RjwbhNtOKwK+azk2tJC49xyX3+tJuMftJo0TG+O5CDQ=,1,32,female,3,2015-09-25
5twZrJCtoTC62lV+3qnIGLZZB1tm+qkSLYIHKKIaD+Q=,1,40,female,3,2015-07-19
zKh+47JK7ZoR/KjRejXR4esX4q+Tz/M6K6MguZRxgEU=,1,0,,9,2015-09-29
AcK2bDdIYrcp7I1mPzvzpaS8G1Hdf7+68WtscDUx7Kc=,1,25,female,3,2015-09-30
P/1O3xgNKV3pCFdw/zNR7piPHtyjv/W5QbY+N+MOUH0=,22,40,male,3,2015-10-04
dLqodhKSZlCZXzQU4WJJESZpGiEDv0TdruKY53DtGWs=,1,0,,4,2015-10-07
bDZIJEz95keGoc9RVYQR6WaHdgwQ80Gd36W10EwL3Do=,1,0,,4,2016-04-29
xg4opUf7VliPf/jNhf/9aqECBTRQolqhlJIU15uerkk=,8,0,,3,2014-03-24
pFQDW58iaqKMWvKf77LPvNkKzxFWRL/7kHwd7sy72WA=,5,33,female,9,2005-11-13
2jE1Bt9FixRCjGL0ge44JtNeCD2kb3IwQroLrZLhM3k=,5,31,male,9,2012-11-10
WD3KsHIInExr7JeigSBNRclvAGv5xM8CG4xqDgA1/28=,1,0,,4,2016-11-18
WAQPoPPZwRocPgYGOVMyCk3LaTmJMVQ6bjGNqzzKqXc=,1,0,,9,2015-03-11
hNAJWBKEK1qXfncjT2LePTyLRaLZ5A4XtYulsOQtdhQ=,1,0,,4,2017-01-27
SFxyt/pn+2wqu7vLBKdVumy0DJS978R5DoD0mrhmbDg=,1,0,,3,2012-12-19
G80x3uAVRb8jv39AobZutmJ7rGaF6/8zDH635oxzH64=,13,30,male,3,2013-07-15
CIYEm/dmK4HYbdJIPQnrSVoYWGtm75lG7sv0eIF//ic=,1,0,,7,2012-03-26
Cay+vAhkk7gOVvthUb3OrrqCKzEDAIPnSdXRzzhBe0c=,1,0,,7,2014-04-11
HjOqmLulO9h/Mp+RNAeSIvg2+spd83vwVFKeTx/FJ3g=,1,0,,4,2016-04-30
mqZ/S9JDdmvgLCPlqX9RKLdVrbCab0QOblABmDluH0o=,1,0,,4,2016-05-07
GuIEblIsIKOLQ0V/OQn8HZQgVluhYPyk0Xo032XpYCY=,1,0,,4,2016-05-12
+jLmIlb20PWEeFoNujwyYaIZpNSBqhDsAVR8i6AniBo=,1,0,,4,2016-05-19
aYBIHWUT10eZUOONe6y7Wk5/g6t5qt/NGlpSKseQOa0=,12,21,male,9,2014-03-08
Psbhqy5eOYtnCGd6RfTrLQD5VFmIpq9oVyKJ0GfoTVo=,1,28,male,3,2015-05-09
ydGpPQYw9XWdSvK7uAJS5waP/+pffKMeo5d8lP5qUaU=,1,0,,4,2016-04-13
gFFzLseX+24GIh7D70UbzQGmiAQGqEcEGTVHhcgSQZM=,1,0,,4,2016-08-26
MtuvazBfC9orUXqsSJHbw1Ndok/VhhFG823OXBkMLDw=,1,26,female,11,2011-11-21
SnFsyVQTPxwlnDNZ7Qg2cZCyAyZO+/toHq+OTV4Cd5A=,5,36,female,3,2015-09-28
94of1SGfUtjlN56PJJW71wBwM/X4ONcyy1x262Kopcs=,1,24,male,3,2015-04-11
gWejBnO52hoM6ZQwHn/4rG20SIrFWh8QGutIu//xYdA=,1,27,male,4,2016-06-18
zL5lOJU43W1YrK2vJMCvbukMZSIz2o1X6HXY6jCSde0=,15,26,female,3,2016-03-15
2Fck2GjfHVctO2/PK+2+Ja6NBU8qatOUuJ8XAKY5RiU=,1,0,,4,2016-09-06
MI/VG8acXW7pKWUmiytlM33mfFlk6dpFgBC5WVLX9Mc=,1,0,,9,2015-05-20
wxZwQGGognfqQaXb9qev1eML6GBLsbHOH+1R8uMIU2U=,21,23,male,3,2015-07-13
tY8zzJ6Gi5NVGQHbdt0cJ6FFxxdIq0MRjy4IBeC+EBA=,1,0,,4,2016-02-02
qf1HUYm8wsRRObf93RHjhX1NwG3GIkRowdMc/ckzuXM=,1,0,,4,2016-02-08
MsWcV5DdC4dpgVkcpHK0P+Jk8w7GMzSbH2E3/xHLjyY=,1,0,male,3,2014-12-13
Wul5oovR5w+LXi8UG8tLDVWZ3WuiR8T+BoAPvf5F9v4=,1,27,female,3,2014-12-19
h4y5kpVYD4PASkWi+xjwMK9Cmm15p/fJq7u4oI6k3O4=,1,0,,7,2015-08-03
mqOySs3O6qyZREkLB/weaBa0IAhToRo3wO47hfZSE+8=,10,50,male,3,2015-08-03
Hq3ZoV9QRPtdaFLqH+u0y1fwJQytc5tvDWLoTQRIez4=,21,28,female,9,2006-05-26
Q8rQWUJQa3Rjlj3woTUpqpsEBjYoGxqcoEtsUJcOXNQ=,1,0,,4,2016-03-21
PxT7JVAVcteztMlzEUccjf/3s1QeifEKKiBagg1TiSo=,15,21,male,3,2014-11-02
ih3vJ35Q+EzoYQ/9+fCJ0+ACcjOnpnJ/ep8b9v3VoXM=,1,0,,4,2016-09-11
FBnrSFwnqBjuAyYdfRf5Dm9YRopxMenw2coldxsE/U0=,1,0,,4,2016-10-24
8qqhy9skUbXMqiXLBRUgl2WLC/HiEpsN9pAMrjS8ypg=,1,0,,4,2016-01-28
oU+8xeyQqC6mcP8YSfetr6oGownpr6hiaHofyqn7jp0=,1,27,male,3,2014-10-31
O8hbVuhJqeTZXnlowP+ntYpj4o3J7dxl0Llhk8v5isI=,1,0,,4,2016-06-06
GL73eYbxLEKOG1co6UsFO/dP9oI8ETeTXqtSVx3vBKA=,1,0,,4,2016-06-14
xwKXgEt6qN/PQqUUxpOyZZ88dsRPz7Asw1C5RcItG5w=,1,0,,4,2016-06-18
TvNMTaYV0prkRbYOHuCz3lbu7ZpEIGXo/E6R0eW48fc=,1,0,,4,2016-06-27
DHU0KMOP2oOf7ivJvDjlCN8R/4eu0RPaBN/r05bvzBU=,1,0,,9,2015-05-16
PYME8t8rg45GxcjEr2uFhYrXi3ZbQ0nPLJBi5m20dB8=,1,0,,7,2016-01-05
yjtTPIT+m/7aXDP4KdP0R82rIFIDYhQB75P8iB4iYNg=,1,0,,7,2010-12-28
9p3fXAR97cCscoMwIWZ0s5BGLjvEoUmjvAK/7wYuqm0=,22,41,female,9,2007-02-12
TmGRs62lMDzj3vV3LqB+c09BNjOfrc7Rc0AidukPYn4=,1,0,,7,2015-03-07
Ueo500YGRHufo2ANkmdoJ4SARTqEebgsTBSi6k4e/8g=,5,28,male,3,2015-03-28
pDg+GFNsIHqH+BnTKyOHd/feThNcUpT6yGdkDjakeWE=,21,20,female,3,2015-04-02
B2Vh7Nf8KbTXbgafHxJ9e4wmwI2t9quzlinjhdBUA9o=,1,0,,4,2016-06-17
Wyb82NLMVvP1uzZ8I7ikTgcgNwRrKxPXTyfl+xW3k0A=,13,24,male,9,2011-02-24
MhMu7zlzqntBnne5qoVy5SuzvfW0Hf9Nt0S25nWe46U=,1,28,male,3,2016-03-23
lS6Prk8KCn9LGS667pQIBo820GgbFEMlBR6NkCzxnd0=,1,0,,4,2016-12-09
YZ9I2QiDnaxxb26N3Hrg1tWf7tgOgph49TyvlVBTM98=,1,0,,7,2013-09-10
f8Vvx9KYD+B7KGy5KvXxAHFoKpN64s5ZHotqd2lOccQ=,1,0,,4,2016-02-27
vGYZp01Ym424Y8OY3Zltn1/xFRdMJyoNV622f6sy+/g=,5,44,male,3,2015-01-10
me1z5KkLQUTZ6XAKOm9DLntBaDwl8XzE+IIzN/mUvfU=,15,31,female,9,2004-09-16
rEjjy0ypCG0Z2bY0+Km8xRdt5Aa4X8BipitjRWJ7QZY=,4,52,female,3,2012-06-14
dTLArQWfir49PIlpN7qkzd0QiLRRdUyu4mYeXFY3G9Y=,22,34,male,3,2012-08-08
GaJBvuxKpJjrswULlTxZiTOjvbOgXsgVHTXaf5P4x5M=,4,18,female,4,2016-12-28
xjq0dX+snlmSWNbl9/BLB3x944yf81fObS1xpzjt2d8=,1,0,,4,2017-01-02
IDyvfkI1BOQVm+AHVUTC46J5RNZgCrKKU4jeoyz3eXs=,1,0,,4,2017-01-14
t+JmxQ7zN24PYMSUQGZBE5xWAuKbDKMJper3bgXTsOs=,1,0,,4,2017-01-31
GZTMZHb4XdSwWE5+Y9sYjhlazlyWpyo2RQZ+FioXy5Y=,1,0,,4,2016-12-06
iyjW7indu1Ah0UPGlAKosfCI3EPOSNvyJF5RhFVyDhY=,11,25,male,9,2005-11-17
V/YvPy24edhi30di6n4MgtZ6xSBqqJRjZhJ5cKvjRQA=,13,26,male,9,2007-08-14
3fzdA2QDui28fu33V+OGDIwMtIwSrMv5PBztktEkneA=,1,19,male,4,2015-11-12
61pntA0GpKG/pDizftZGGmVa+gTJHml5jR0+llOeVfs=,5,0,male,3,2014-11-16
CSJvPGXGCvzYgmgAhyRJ9go41SQZ7gXQFUk9KiehrJc=,4,15,female,4,2016-04-08
qfhk9PCC2frotgruPFAZYv48tqA2yxwuLmF81P9OTis=,5,34,male,3,2013-09-06
RfH1NKUz9Pc4PijsmZ3SsmmyXrGNJkPB03b8YGW0mZY=,1,0,,3,2013-09-11
yOCn0YUgE45Ak3bPdEl7rRnQ6SzSARbxMH+OVfzXBew=,1,0,,4,2016-12-18
LAw6eORGcJNix5VCNlJ/kU039vv+ecVjjEDdP84tvNo=,5,60,female,3,2015-02-17
S670zKFZiDyTQ9wKGX33o3TtEN6GefzKcxu1OGFXHps=,4,39,female,3,2015-03-10
ldMdP+toSGYSlnwpkKqzACxE/3rEckcNH5gslYQ+3Wg=,6,19,male,3,2015-04-19
MFV7RIUq0Y+ydN55rVB0Ss6uXfxYAgDO2x477kVlyIU=,5,32,female,9,2009-10-23
+0STIeZNRNVHd561CaWnwJVvjaV+FLW+pAYK6sfmKXQ=,1,0,,3,2013-08-20
IxuQFERLvpvfH2G4t0n9XJ8QzUXjiwMiIkDy8HYSW4o=,1,0,,4,2016-11-06
HSEfFOGexIHOkwhfZ/DXnowNhi6HVBrczMHvT8S6duc=,1,0,,4,2016-04-22
foh3y+/VMib4yUnrSqYEcWcWKr/blQ/pOazeHdk8LDA=,1,0,,4,2016-05-13
3xh/nrMf44QTGBv9YC0GmcQ11pnVh6EgYCLMnPPWlnM=,4,26,male,9,2007-06-26
yEOZFNaO1HcVrbr+GqINXj0v5EzbFWS8IfUbBb6VlNE=,8,32,male,3,2015-01-17
58kumAQhn06gRX2LQfT4MURZiUqgKYTS3kZWkj11y8I=,4,18,female,3,2015-01-17
NkY7oEx0hYN429vzPaKslwtNP+f4LY7bmvqcmt4Ga+I=,1,0,female,3,2015-01-31
pstwHbo21FWcmIXGn4cYAZFQt0UoAdBpq6IQgDwWnvg=,1,25,female,3,2017-01-30
kWyNDs8v7M1H8TU4t51GLgaiKOYwdK+/qzYxtMIAhhw=,1,0,,4,2017-01-27
hHkF5CPc0jxC6zVR7VdEQZxoJrmFY1dNKZBQuiDdwIo=,4,25,female,3,2015-02-17
NsWFPp204pkIIl1NjVoACNxd/aS4NX/CO9HBoKzaiE4=,1,0,,4,2016-08-03
d47UBewrAQCQeyC5irMxvSIcAQCpg/P2iXuybL7yYvk=,6,28,female,9,2008-04-14
Z+35Q97Sxh5ch9/xuvsBoYo57r4+5IYO1sL5xCHP+0Y=,5,17,female,9,2015-04-02
EvVAQN/LP+GhtHL7xWgQOsHNvnUJ+B6nvHdAUiVeemg=,1,18,male,4,2017-03-19
b06XLG9XL5aafoUI3dDQnN4ft/mvpEWL3lRbnP1F2C0=,1,0,,3,2012-07-11
AvI+IX4zDwLSNE53lzCXVTgxYlLElAXfaCkmz8HMiPg=,1,0,,4,2017-02-18
KaCZapK+vGVljcSZepG49Vv6ucrarqZcWBVyoCV0Ld4=,4,47,male,9,2009-10-08
JZHQRSaJkScQVlos5uh/Z2xiNi640n9n9v7SB1MUtO8=,1,0,male,3,2014-08-18
of4yiZA8m9BNFRkzTEoP4W/Tx8nq0Qbenv3Cq03TgBQ=,11,33,male,3,2014-11-12
mm83qmM142e9pEYJFmLFubagv1iwXgil+2DHTkioKR8=,1,0,,9,2014-11-22
0aevlSeqEx220lmirw1y+Yr1tMuLMj4VQI3hpg+T1+g=,1,0,,7,2015-11-22
ammSzUUHTm5VFtxJoYHbyiD/fjrmJQr8UGZtMZl/Xj4=,1,0,,4,2016-07-09
Jjriyr1OlKNNubkEfe8O1VGEA0solO/yZtuQdAXkBhw=,22,24,male,9,2014-08-06
xXUQE8zR1Rj1Fvc9rY5dECQ+sIS+GyBZBUle2Dif7Kk=,5,20,female,9,2006-08-10
gZOHeGeYRFipWpKps0sPn/55NzIEHk0o8HPTJWJyIwQ=,1,0,female,3,2015-09-12
EK1PJ72wRSIcq+A6uuMLuch/xuadTIwkV0WruY8P9Vs=,1,0,,4,2016-03-25
oLve1GYmsQYXVNfx1kMKtsg6OexLJoHMYRXyVY6svlc=,5,112,male,3,2015-02-12
Tqs6Ia7LpJE5uwfUJdNoZzPZIoG46EfgILq6Ye67Eus=,1,0,,9,2015-03-12
HerhukOhLT9ln6kmvV+zWuiSx+fz2G4jumQyaDa0rKQ=,1,25,female,3,2014-09-11
5N73UjxCLRoKuG/sxe8Pl14lgfHQTO4/jgTkaRsobAk=,1,0,male,3,2014-12-20
RZRxX79lLK7wt61X1wYhQBZklSloTM+As4yACCSoRbo=,1,0,,4,2016-03-28
rPKy+8USHqeKg5UMTJGmD0bDRe9uCigIGQsSDXSHr38=,18,31,male,3,2014-10-26
DhSgGuVcdIqyo1oQzQK5TEA+rRg63qyNI9gDLC+F/oE=,22,30,male,4,2016-07-03
vCic1OIU3qQrXbtl56PNQ4OBLx2kdsZ/Qn3kgFSt5uk=,5,49,female,3,2015-05-29
03QhKXtaFw3jT4apVne3qJU1vX/2Rw5mEVGINdOySUM=,1,16,female,3,2015-06-06
+esVuvlLobO+hKAILm0qMFWrlzev1bjzfWdd8pze7QQ=,1,0,,7,2016-11-07
rg7OnrRcyQ5RGBPOMEWMccAeA+nkr7K7L3A+HYfa2VA=,1,0,,7,2012-05-30
NKoQdCPr63dwNVjxpplp/GMSZf3IpmC2FE7W4u8vorI=,1,0,,4,2016-04-04
yNlFvmkTTMcwDqSu1RKKVeoweSKvTJzI2V600L3EFsw=,1,0,,4,2016-02-28
JEPvYToSH+ZAG6NT3bWo5622MNv8NAcbduQs9jfzzNw=,1,0,,4,2017-01-25
Jq/qLxq3dMLS+hNAkATRr9/0+Tl2Gms/Renjh7ztx5s=,1,0,,4,2016-04-05
z82FKwUrc6cmvOU95HfT/T0DxDHwt/Z7muUPqxadOJg=,1,0,,9,2013-02-24
lGLE8OaIiFxK+YGzjJxsGEqvlFMiyFvWSY2CzvCDXb0=,13,30,female,3,2013-03-15
WDHY+7L25E7Zf+XgfP5vMB9exgyfV/LHJyBOKFCW9E8=,5,23,female,3,2014-10-26
wokhKhfhqjGmbJxWkE0nQy1GcaoK3xx5m0j2wbprFjM=,1,0,,4,2016-07-19
iwLIUOeOiVtNY3A9grM1uOAftCyiTwjVj5UAsg5/U6M=,1,0,,7,2011-05-21
QcV2ozYUnnlvedHz4lzeSk6bxn9QuYv+EaobuNIyUgQ=,9,33,male,3,2015-07-22
bMndXFXloSsJ5JvVEJCGHE4Rthc36DEALwf/6ZShKfU=,1,0,,11,2011-01-11
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,1,0,,7,2016-04-26
cdeh39VLRcQD9r79DKKnz2JvbvhevM8lQsjqUU/nvN4=,4,34,female,3,2015-05-14
y8f4dxs/jWPGrS/lj8otZVutsFfBT+4N4m2C1dfjkD4=,1,0,,9,2013-02-21
M1jOT27BMCEEP/bHSwDqJt3e3+ZBhQ/lxnu+FvgQxmY=,13,24,female,9,2013-03-02
